month,product_id,label
2021-01,1001,4235.983563762711
2021-02,1001,1765.4367169072002
2021-03,1001,3449.682634123526
2021-01,1002,15173.025870975931
2021-02,1002,3545.7467141499487
2021-03,1002,15996.410633788482
2021-01,1003,5441.4242801397095
2021-02,1003,1651.1255091975577
2021-03,1003,2929.1047823090735
2021-01,1004,15261.950721215937
2021-02,1004,2421.9714581286644
2021-03,1004,13324.862427062957
2021-01,1005,9465.92764616283
2021-02,1005,3509.8905300983274
2021-03,1005,4058.648784970866
2021-01,1006,7150.038324308939
2021-02,1006,2903.334046957026
2021-03,1006,4625.413761743593
2021-01,1007,8515.509207858806
2021-02,1007,3281.3181501323174
2021-03,1007,4004.9627273622
2021-01,1008,5051.64456945531
2021-02,1008,1960.1851367111815
2021-03,1008,2650.25624055181
2021-01,1009,9538.793664323654
2021-02,1009,3748.631347441658
2021-03,1009,4247.8853519829745
2021-01,1010,2716.348669518803
2021-02,1010,459.38889310417045
2021-03,1010,1750.896838496244
2021-01,1011,2904.442801922067
2021-02,1011,676.2593240699658
2021-03,1011,2380.2640353018937
2021-01,1012,7249.769638726132
2021-02,1012,189.53201685845147
2021-03,1012,3187.589834228809
2021-01,1013,17899.33164919758
2021-02,1013,5445.13190759159
2021-03,1013,17221.788316622384
2021-01,1014,2765.0259093351306
2021-02,1014,83.5769318307566
2021-03,1014,1442.5983161238714
2021-01,1015,5146.960484999296
2021-02,1015,1969.3602072837853
2021-03,1015,3042.929026626649
2021-01,1016,9618.310131862016
2021-02,1016,4332.109887847269
2021-03,1016,5898.176062877231
2021-01,1017,7365.299240772405
2021-02,1017,1611.7985359757538
2021-03,1017,3596.208603730373
2021-01,1018,10828.906632333845
2021-02,1018,4776.902883523545
2021-03,1018,6303.449137373241
2021-01,1019,3036.3637609330813
2021-02,1019,286.11572541487357
2021-03,1019,1494.2434610545479
2021-01,1020,10125.781677626528
2021-02,1020,2440.742318446303
2021-03,1020,3286.1826132341243
2021-01,1021,4993.862813842801
2021-02,1021,1372.763091776608
2021-03,1021,2541.8773896850844
2021-01,1022,2176.003559528537
2021-02,1022,286.9846255908696
2021-03,1022,1244.4365429651275
2021-01,1023,5202.650786988954
2021-02,1023,1923.4311539642456
2021-03,1023,1855.639426743843
2021-01,1024,9019.771259918374
2021-02,1024,3808.6510315403625
2021-03,1024,6561.835732317441
2021-01,1025,3775.421539796864
2021-02,1025,1104.9735654601984
2021-03,1025,1903.6626515538037
2021-01,1026,1222.1266245854677
2021-02,1026,257.9879921084312
2021-03,1026,377.61745257694605
2021-01,1027,2663.856041787634
2021-02,1027,312.04957634809534
2021-03,1027,1700.6263146231836
2021-01,1028,4757.422786634777
2021-02,1028,877.6041915782896
2021-03,1028,1568.37801173976
2021-01,1029,8106.573733952729
2021-02,1029,3696.8825902591043
2021-03,1029,4642.053952324854
2021-01,1030,7850.329083666295
2021-02,1030,3696.7823199244385
2021-03,1030,4822.476545635899
2021-01,1031,2523.5791623116725
2021-02,1031,297.1206243698674
2021-03,1031,1503.1992449108861
2021-01,1032,2617.9314168159453
2021-02,1032,183.2033806740312
2021-03,1032,783.533753116228
2021-01,1033,4563.8438574702295
2021-02,1033,784.7526425018783
2021-03,1033,1206.3310996780558
2021-01,1034,3047.7564892501928
2021-02,1034,279.0682535225474
2021-03,1034,1473.6812289887685
2021-01,1035,11816.499586746664
2021-02,1035,1348.8747915504946
2021-03,1035,4965.130720701533
2021-01,1036,3068.760742652482
2021-02,1036,233.3176002354725
2021-03,1036,1535.207631277287
2021-01,1037,2505.9911701661454
2021-02,1037,282.3118750542559
2021-03,1037,1050.478889982151
2021-01,1038,6256.602789090402
2021-02,1038,1072.892441581716
2021-03,1038,3773.3632992026187
2021-01,1039,2987.3446913592707
2021-02,1039,430.02029502545827
2021-03,1039,1855.6007198229788
2021-01,1040,3846.9273755058457
2021-02,1040,812.6649797864083
2021-03,1040,1346.3723994558352
2021-01,1041,3088.599506258718
2021-02,1041,187.70584968103879
2021-03,1041,1556.0630347134756
2021-01,1042,648.563547756414
2021-02,1042,325.6407628611465
2021-03,1042,121.48633973597404
2021-01,1043,2400.5837513662423
2021-02,1043,723.2864944851798
2021-03,1043,2190.1452960869856
2021-01,1044,2388.351406662286
2021-02,1044,657.3337519473699
